created_at,description,favourites_count,followers_count,friends_count,id,id_str,listed_count,name,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_banner_url,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,screen_name,status,statuses_count,withheld_in_countries,default_profile,geo_enabled,location,url,verified,default_profile_image,protected
Tue May 08 13:52:44 +0000 2012,Membre honoraire du Parlement / Député honoraire de la 4e circonscription du Var / Maire honoraire de Saint-Tropez,8.0,3257.0,33.0,574491833,574491833,72.0,Jean-Michel Couve,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/574491833/1362739329,http://pbs.twimg.com/profile_images/3208044833/b61bcd9eda0d48007b7df0f4f3adda9f_normal.jpeg,https://pbs.twimg.com/profile_images/3208044833/b61bcd9eda0d48007b7df0f4f3adda9f_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,jmcouve,"{'created_at': 'Fri May 24 13:09:37 +0000 2019', 'favorite_count': 2, 'hashtags': [], 'id': 1131910123243360256, 'id_str': '1131910123243360256', 'lang': 'zxx', 'source': '<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>', 'text': 'https://t.co/NSZa6NhTwm', 'urls': [{'expanded_url': 'https://www.facebook.com/story.php?story_fbid=2311392395566431&id=100000870796700', 'url': 'https://t.co/NSZa6NhTwm'}], 'user_mentions': []}",787.0,[],True,True,Var,https://t.co/6rG5zM8CQd,,,
Mon Jun 04 20:07:09 +0000 2012,"Député-maire de St Caprais de Blaye, Conseiller général du canton de St Ciers sur Gironde",,1458.0,17.0,599522435,599522435,83.0,Philippe Plisson,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,,http://pbs.twimg.com/profile_images/2280834427/c70abg3noe3r40h4d7qy_normal.jpeg,https://pbs.twimg.com/profile_images/2280834427/c70abg3noe3r40h4d7qy_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,plisson2012,"{'created_at': 'Fri Sep 16 08:31:18 +0000 2016', 'hashtags': [], 'id': 776699973798854656, 'id_str': '776699973798854656', 'lang': 'zxx', 'retweet_count': 1, 'source': '<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>', 'text': 'https://t.co/YtSw0g875r https://t.co/SDOldI6Q7X', 'urls': [{'expanded_url': 'http://www.sudouest.fr/2016/09/16/des-amis-m-ont-trahi-2502291-2848.php', 'url': 'https://t.co/YtSw0g875r'}, {'expanded_url': 'http://fb.me/5nUOdTXMf', 'url': 'https://t.co/SDOldI6Q7X'}], 'user_mentions': []}",295.0,[],True,,11ème circo de la Gironde,http://t.co/8UB24RVj6C,,,
Thu Dec 03 14:26:16 +0000 2009,,302.0,7304.0,472.0,94339111,94339111,244.0,Olivier Carré,2B537B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/94339111/1399463732,http://pbs.twimg.com/profile_images/1687672204/image_normal.jpg,https://pbs.twimg.com/profile_images/1687672204/image_normal.jpg,2B537B,C0DEED,27A4D1,333333,True,olivier_carre,"{'created_at': 'Fri May 15 10:39:56 +0000 2020', 'hashtags': [], 'id': 1261244921568284672, 'id_str': '1261244921568284672', 'lang': 'fr', 'quoted_status_id': 1261009126802497536, 'quoted_status_id_str': '1261009126802497536', 'retweet_count': 22, 'retweeted_status': {'created_at': 'Fri May 15 07:11:01 +0000 2020', 'favorite_count': 63, 'hashtags': [], 'id': 1261192345988616194, 'id_str': '1261192345988616194', 'lang': 'fr', 'quoted_status_id': 1261009126802497536, 'quoted_status_id_str': '1261009126802497536', 'retweet_count': 22, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'Cap sur Orléans !\n🔹 Une offre touristique de proximité a  ouvert et s’élargira encore le 2 juin. \n🔹 Très heureux de… https://t.co/gzASuOJyNj', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1261192345988616194', 'url': 'https://t.co/gzASuOJyNj'}], 'user_mentions': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'text': 'RT @JBLemoyne: Cap sur Orléans !\n🔹 Une offre touristique de proximité a  ouvert et s’élargira encore le 2 juin. \n🔹 Très heureux de retrouve…', 'urls': [], 'user_mentions': [{'id': 232511465, 'id_str': '232511465', 'name': 'Jean-Baptiste Lemoyne', 'screen_name': 'JBLemoyne'}]}",3694.0,[],,,Orléans,,True,,
Wed Mar 21 17:00:36 +0000 2012,"Député des Vosges, vice Président du groupe LR à l Assemblée Nationale",543.0,3324.0,554.0,532466430,532466430,178.0,Gérard Cherpion,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,,http://pbs.twimg.com/profile_images/613371265139757059/mR_x-S3n_normal.jpg,https://pbs.twimg.com/profile_images/613371265139757059/mR_x-S3n_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,GerardCherpion,"{'created_at': 'Thu Jun 23 12:13:30 +0000 2022', 'hashtags': [], 'id': 1539944736294846464, 'id_str': '1539944736294846464', 'in_reply_to_screen_name': 'BDomergue', 'in_reply_to_status_id': 1539627567845621765, 'in_reply_to_user_id': 858703794, 'lang': 'fr', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': '@BDomergue Oui bien sûr !', 'urls': [], 'user_mentions': [{'id': 858703794, 'id_str': '858703794', 'name': 'Bernard Domergue', 'screen_name': 'BDomergue'}]}",2431.0,[],True,True,"Saint-Dié-des-Vosges, Lorraine",https://t.co/gDdkiggzSu,True,,
Sat Jan 21 17:52:10 +0000 2012,"Président du Conseil Exécutif de Martinique • Président du Parti Progressiste Martiniquais  #AliansMatinik, notre programme 👇🏿",231.0,9178.0,643.0,470370230,470370230,213.0,Serge LETCHIMY,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,https://pbs.twimg.com/profile_banners/470370230/1655387380,http://pbs.twimg.com/profile_images/1427295869142020110/HwTFL3Mr_normal.jpg,https://pbs.twimg.com/profile_images/1427295869142020110/HwTFL3Mr_normal.jpg,009999,EEEEEE,EFEFEF,333333,True,SergeLetchimy,"{'created_at': 'Fri Jun 24 16:46:04 +0000 2022', 'hashtags': [], 'id': 1540375715958460417, 'id_str': '1540375715958460417', 'in_reply_to_screen_name': 'SergeLetchimy', 'in_reply_to_status_id': 1540375713458552832, 'in_reply_to_user_id': 470370230, 'lang': 'fr', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'text': 'Ils sont animés par une conviction : ""La fatalité n\'existe que pour ceux qui l\'acceptent."" \n\nRencontrer ces champio… https://t.co/31LPGHFPyU', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1540375715958460417', 'url': 'https://t.co/31LPGHFPyU'}], 'user_mentions': []}",3091.0,[],,True,Martinique,https://t.co/GD9nFEfIvP,True,,
Fri Nov 06 07:01:41 +0000 2009,"Pour Nice, pour la France ! Député, conseiller départemental des @AlpesMaritimes. Président CNI @lesrepublicains Fondateur du mouvement @ADroiteCiotti",1631.0,237031.0,2783.0,87886754,87886754,1306.0,Eric Ciotti,25396A,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,,https://pbs.twimg.com/profile_banners/87886754/1630870894,http://pbs.twimg.com/profile_images/1531668119692918785/FVk5HP5Z_normal.jpg,https://pbs.twimg.com/profile_images/1531668119692918785/FVk5HP5Z_normal.jpg,8A9BCC,8A9BCC,F5F5F5,000059,True,ECiotti,"{'created_at': 'Sat Jun 25 14:43:14 +0000 2022', 'favorite_count': 33, 'hashtags': [], 'id': 1540707194437603328, 'id_str': '1540707194437603328', 'lang': 'fr', 'retweet_count': 2, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'Au Palais des Rois Sardes, quel plaisir de retrouver nos aînés pour ce moment d’amitié au Bal des Seniors.\n\nAvec… https://t.co/maMmQ8IA15', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1540707194437603328', 'url': 'https://t.co/maMmQ8IA15'}], 'user_mentions': []}",30915.0,[],,True,Nice,https://t.co/OKUsULwqpS,True,,
Sun Mar 07 16:16:57 +0000 2010,socialiste - Député du Bas - Rhin (2012 - 2017) - President du Conseil d’Administration de l’Ecole du Renouvellement Urbain,2934.0,3751.0,796.0,120805649,120805649,179.0,BIES Philippe,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/120805649/1524143170,http://pbs.twimg.com/profile_images/1426465186530091012/Z47qbPCF_normal.jpg,https://pbs.twimg.com/profile_images/1426465186530091012/Z47qbPCF_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,PhilippeBIES,"{'created_at': 'Sat Jun 25 10:09:13 +0000 2022', 'hashtags': [{'text': 'Nupes'}, {'text': 'LREM'}], 'id': 1540638235973632000, 'id_str': '1540638235973632000', 'lang': 'fr', 'retweet_count': 1471, 'retweeted_status': {'created_at': 'Sat Jun 25 09:54:59 +0000 2022', 'favorite_count': 5724, 'hashtags': [{'text': 'Nupes'}, {'text': 'LREM'}], 'id': 1540634651714326529, 'id_str': '1540634651714326529', 'lang': 'fr', 'retweet_count': 1471, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'Première proposition de loi commune aux groupes de la #Nupes. Heureux que #LREM reprenne la proposition de constitu… https://t.co/ckJNIYFw8A', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1540634651714326529', 'url': 'https://t.co/ckJNIYFw8A'}], 'user_mentions': []}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'text': 'RT @faureolivier: Première proposition de loi commune aux groupes de la #Nupes. Heureux que #LREM reprenne la proposition de constitutionna…', 'urls': [], 'user_mentions': [{'id': 213754264, 'id_str': '213754264', 'name': 'Olivier Faure', 'screen_name': 'faureolivier'}]}",6231.0,[],True,True,Strasbourg,,True,,
Mon Aug 29 13:13:43 +0000 2011,"Ex maire des Ulis, Ancienne députée 5e circonscription du 91, loi pour abolition prostitution, féministe @partisocialiste VP @AssoECVF Bureau @Assembleefemmes",11583.0,4942.0,997.0,364245967,364245967,141.0,MaudOlivier,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,,http://pbs.twimg.com/profile_images/555043661952847873/sAoNMtTt_normal.jpeg,https://pbs.twimg.com/profile_images/555043661952847873/sAoNMtTt_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,OlivierMaud,"{'created_at': 'Sat Jun 25 14:38:07 +0000 2022', 'hashtags': [], 'id': 1540705904118489089, 'id_str': '1540705904118489089', 'lang': 'fr', 'quoted_status_id': 1540341347931918337, 'quoted_status_id_str': '1540341347931918337', 'retweet_count': 39, 'retweeted_status': {'created_at': 'Sat Jun 25 06:20:12 +0000 2022', 'favorite_count': 103, 'hashtags': [], 'id': 1540580599999627265, 'id_str': '1540580599999627265', 'lang': 'fr', 'quoted_status_id': 1540341347931918337, 'quoted_status_id_str': '1540341347931918337', 'retweet_count': 39, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'text': 'Obliger des adolescentes à poursuivre une grossesse provoquée par un inceste ou un viol condamne les victimes à une… https://t.co/RHo5kDcrTf', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1540580599999627265', 'url': 'https://t.co/RHo5kDcrTf'}], 'user_mentions': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'RT @laurossignol: Obliger des adolescentes à poursuivre une grossesse provoquée par un inceste ou un viol condamne les victimes à une peine…', 'urls': [], 'user_mentions': [{'id': 81850356, 'id_str': '81850356', 'name': 'Laurence Rossignol', 'screen_name': 'laurossignol'}]}",11489.0,[],True,True,,,,,
Wed Dec 12 23:05:35 +0000 2018,,,2.0,,1072990877700763648,1072990877700763648,,William Dumas,F5F8FA,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,william_dumas,,,[],True,,,,,True,
Sun Jul 31 12:48:17 +0000 2011,"Universitaire breton, Président de la commission des Lois de l'Assemblée nationale (2012-2016), Ministre de la justice, garde des Sceaux (2016-2017).",165.0,33230.0,888.0,345938366,345938366,553.0,Jean-Jacques Urvoas,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,https://pbs.twimg.com/profile_banners/345938366/1586066572,http://pbs.twimg.com/profile_images/1199917599464841216/nhlFJ4N0_normal.jpg,https://pbs.twimg.com/profile_images/1199917599464841216/nhlFJ4N0_normal.jpg,009999,EEEEEE,EFEFEF,333333,True,JJUrvoas,"{'created_at': 'Sat Jun 25 12:26:19 +0000 2022', 'favorite_count': 829, 'hashtags': [], 'id': 1540672735751426049, 'id_str': '1540672735751426049', 'lang': 'fr', 'retweet_count': 187, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'L’emballement n’est pas nécessairement de bon conseil. Est-il donc indispensable de se précipiter pour inscrire dan… https://t.co/xlKoA9Nr5H', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1540672735751426049', 'url': 'https://t.co/xlKoA9Nr5H'}], 'user_mentions': []}",4205.0,[],,True,,https://t.co/grncNEpoAD,True,,
Tue Aug 16 18:16:57 +0000 2011,Marathonien (3h05'31'') - DGS mairie - Attaché principal territorial - Député des Ardennes  (2012-2017) - Conseiller Général 08 (2008-2015) - #être_soi-même,414.0,1048.0,170.0,356342009,356342009,93.0,Christophe Léonard,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/356342009/1619473515,http://pbs.twimg.com/profile_images/1208857344995663874/sPPMfDHg_normal.jpg,https://pbs.twimg.com/profile_images/1208857344995663874/sPPMfDHg_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,Ch_Leonard,"{'created_at': 'Fri May 20 05:16:09 +0000 2022', 'hashtags': [], 'id': 1527518519394504711, 'id_str': '1527518519394504711', 'lang': 'fr', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'text': 'Moralité du jour :\n""L\'herbe"" serait-elle plus ""verte"" dans les Ardennes qu\'en Dordogne, dans le Rhône et partout ai… https://t.co/ECUugq4tfD', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1527518519394504711', 'url': 'https://t.co/ECUugq4tfD'}], 'user_mentions': []}",2117.0,[],,,"Ardennes, France",https://t.co/jDnoz76i8T,,,
Fri Oct 28 17:47:35 +0000 2011,VP Agglo Lisieux-Normandie - Ancienne ministre - Deputée du Calvados 2012 - 2017,14732.0,7216.0,1334.0,400219506,400219506,306.0,Clotilde VALTER,022330,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/400219506/1643236373,http://pbs.twimg.com/profile_images/1319409190587301890/3tnrMuJD_normal.jpg,https://pbs.twimg.com/profile_images/1319409190587301890/3tnrMuJD_normal.jpg,0084B4,FFFFFF,DDEEF6,0084B4,True,ClotildeVALTER,"{'created_at': 'Sat Jun 25 08:10:36 +0000 2022', 'hashtags': [], 'id': 1540608384067575808, 'id_str': '1540608384067575808', 'lang': 'fr', 'retweet_count': 108, 'retweeted_status': {'created_at': 'Sat Jun 25 08:09:21 +0000 2022', 'favorite_count': 608, 'hashtags': [], 'id': 1540608068068818944, 'id_str': '1540608068068818944', 'lang': 'fr', 'retweet_count': 108, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'La décision de la Cour suprême des États-Unis  de revenir sur le droit à l’avortement est  une régression et une at… https://t.co/3pgXJW8n8t', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1540608068068818944', 'url': 'https://t.co/3pgXJW8n8t'}], 'user_mentions': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'RT @BCazeneuve: La décision de la Cour suprême des États-Unis  de revenir sur le droit à l’avortement est  une régression et une atteinte a…', 'urls': [], 'user_mentions': [{'id': 427288938, 'id_str': '427288938', 'name': 'Bernard Cazeneuve', 'screen_name': 'BCazeneuve'}]}",14158.0,[],,True,"Lisieux, France",https://t.co/mzYzz4ecwY,True,,
Mon Sep 14 06:32:13 +0000 2009,"Délégué général du groupe Avec, ancien ministre . Auteur et chroniqueur à ses heures 🇫🇷",877.0,37485.0,4066.0,74092783,74092783,754.0,Yves Jégo,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,,https://pbs.twimg.com/profile_banners/74092783/1655201142,http://pbs.twimg.com/profile_images/1538267339875131392/USLRjqKg_normal.jpg,https://pbs.twimg.com/profile_images/1538267339875131392/USLRjqKg_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,yvesjego,"{'created_at': 'Sat Jun 25 13:17:39 +0000 2022', 'favorite_count': 1, 'hashtags': [], 'id': 1540685656485232641, 'id_str': '1540685656485232641', 'lang': 'fr', 'media': [{'display_url': 'pic.twitter.com/nIW41xUizQ', 'expanded_url': 'https://twitter.com/yvesjego/status/1540685656485232641/photo/1', 'id': 1540685652596891648, 'media_url': 'http://pbs.twimg.com/media/FWGdcCmUIAA4NXv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FWGdcCmUIAA4NXv.jpg', 'sizes': {'large': {'h': 1600, 'resize': 'fit', 'w': 1599}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 1199}, 'small': {'h': 680, 'resize': 'fit', 'w': 680}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'photo', 'url': 'https://t.co/nIW41xUizQ'}], 'source': '<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>', 'text': 'Retournons nous ce dimanche soir 22h sur @CNEWS https://t.co/nIW41xUizQ', 'urls': [], 'user_mentions': [{'id': 18396319, 'id_str': '18396319', 'name': 'CNEWS', 'screen_name': 'CNEWS'}]}",13074.0,[],,,,,True,,
Wed Sep 23 14:53:21 +0000 2009,Secrétaire National #LesRépublicains - Député des Bouches du Rhône,1619.0,8943.0,,76662684,76662684,186.0,reynes bernard,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/76662684/1435157790,http://pbs.twimg.com/profile_images/822441653738815488/4hem_51V_normal.jpg,https://pbs.twimg.com/profile_images/822441653738815488/4hem_51V_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,bernardreynes,"{'created_at': 'Tue Mar 08 01:00:37 +0000 2022', 'hashtags': [], 'id': 1500999896396353537, 'id_str': '1500999896396353537', 'lang': 'fr', 'quoted_status_id': 1500867764738830348, 'quoted_status_id_str': '1500867764738830348', 'retweet_count': 320, 'retweeted_status': {'created_at': 'Mon Mar 07 16:31:28 +0000 2022', 'favorite_count': 889, 'hashtags': [], 'id': 1500871766515892228, 'id_str': '1500871766515892228', 'lang': 'fr', 'quoted_status_id': 1500867764738830348, 'quoted_status_id_str': '1500867764738830348', 'retweet_count': 320, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'Et donc si ces 3 pays intègrent l’UE, quelle option nous restera-t-il en cas de conflit avec la Russie ? Et quel es… https://t.co/CRj9uYtN1s', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1500871766515892228', 'url': 'https://t.co/CRj9uYtN1s'}], 'user_mentions': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'text': 'RT @JulienAubert84: Et donc si ces 3 pays intègrent l’UE, quelle option nous restera-t-il en cas de conflit avec la Russie ? Et quel est le…', 'urls': [], 'user_mentions': [{'id': 520259649, 'id_str': '520259649', 'name': 'Julien Aubert', 'screen_name': 'JulienAubert84'}]}",2948.0,[],True,,"Châteaurenard, france",https://t.co/hoJWAJFZmB,,,
Tue Sep 13 08:05:13 +0000 2011,Députée de la Haute-Garonne #MajoritéPrésidentielle #Ensemble #Renaissance #circo3106,5624.0,6940.0,1539.0,372703035,372703035,273.0,Monique Iborra,E41871,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,,https://pbs.twimg.com/profile_banners/372703035/1655888371,http://pbs.twimg.com/profile_images/1525474304254783490/aOT8Ust-_normal.jpg,https://pbs.twimg.com/profile_images/1525474304254783490/aOT8Ust-_normal.jpg,FF0000,FFFFFF,FFF7CC,0C3E53,True,MoniqueIborra,"{'created_at': 'Sat Jun 25 13:02:17 +0000 2022', 'hashtags': [{'text': 'PFUE2022'}], 'id': 1540681788900757506, 'id_str': '1540681788900757506', 'lang': 'fr', 'retweet_count': 153, 'retweeted_status': {'created_at': 'Sat Jun 25 07:16:21 +0000 2022', 'favorite_count': 422, 'hashtags': [{'text': 'PFUE2022'}], 'id': 1540594732333760514, 'id_str': '1540594732333760514', 'lang': 'fr', 'media': [{'display_url': 'pic.twitter.com/0ujtDUWn9D', 'expanded_url': 'https://twitter.com/Renaissance_UE/status/1540594732333760514/video/1', 'id': 1540594650167365632, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1540594650167365632/pu/img/lQUu3I6W8fa_pUXY.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1540594650167365632/pu/img/lQUu3I6W8fa_pUXY.jpg', 'sizes': {'large': {'h': 1280, 'resize': 'fit', 'w': 720}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 675}, 'small': {'h': 680, 'resize': 'fit', 'w': 383}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'video', 'url': 'https://t.co/0ujtDUWn9D', 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 22772, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1540594650167365632/pu/vid/720x1280/evihRpNmc1emJr1s.mp4?tag=12'}, {'bitrate': 950000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1540594650167365632/pu/vid/480x852/NKfRx_ZM8qNka_bF.mp4?tag=12'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1540594650167365632/pu/pl/EBlVPVYn3aEOnuw8.m3u8?tag=12&container=fmp4'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1540594650167365632/pu/vid/320x568/f-HjGJS-h7TP_HPE.mp4?tag=12'}]}}], 'retweet_count': 153, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'La #PFUE2022 est un immense succès. \n@vonderleyen a salué hier le travail «\xa0colossal\xa0» d’@EmmanuelMacron. https://t.co/0ujtDUWn9D', 'urls': [], 'user_mentions': [{'id': 1146329871418843136, 'id_str': '1146329871418843136', 'name': 'Ursula von der Leyen', 'screen_name': 'vonderleyen'}, {'id': 1976143068, 'id_str': '1976143068', 'name': 'Emmanuel Macron', 'screen_name': 'EmmanuelMacron'}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'RT @Renaissance_UE: La #PFUE2022 est un immense succès. \n@vonderleyen a salué hier le travail «\xa0colossal\xa0» d’@EmmanuelMacron. https://t.co/…', 'urls': [], 'user_mentions': [{'id': 1090270096948248576, 'id_str': '1090270096948248576', 'name': 'Renaissance', 'screen_name': 'Renaissance_UE'}, {'id': 1146329871418843136, 'id_str': '1146329871418843136', 'name': 'Ursula von der Leyen', 'screen_name': 'vonderleyen'}, {'id': 1976143068, 'id_str': '1976143068', 'name': 'Emmanuel Macron', 'screen_name': 'EmmanuelMacron'}]}",11130.0,[],,True,,,True,,
Sun Nov 20 13:15:24 +0000 2011,Député de la 4ème circonscription du Doubs / Conseiller général du canton de Valentigney - Pont de Roide (25),412.0,3130.0,1236.0,417049363,417049363,160.0,Frédéric Barbier,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,,https://pbs.twimg.com/profile_banners/417049363/1490880601,http://pbs.twimg.com/profile_images/876547904994988033/_qLvaEp0_normal.jpg,https://pbs.twimg.com/profile_images/876547904994988033/_qLvaEp0_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,Fred_Barbier,"{'created_at': 'Mon Jun 13 15:10:33 +0000 2022', 'hashtags': [], 'id': 1536365411373305857, 'id_str': '1536365411373305857', 'lang': 'fr', 'retweet_count': 6, 'retweeted_status': {'created_at': 'Mon Jun 13 11:46:04 +0000 2022', 'favorite_count': 5, 'hashtags': [], 'id': 1536313954590498816, 'id_str': '1536313954590498816', 'lang': 'fr', 'retweet_count': 6, 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'text': 'Le groupe allemand spécialisé dans la préparation de véhicules spéciaux protégés est en train de racheter un tiers… https://t.co/NXlEQixTXc', 'truncated': True, 'urls': [{'expanded_url': 'https://twitter.com/i/web/status/1536313954590498816', 'url': 'https://t.co/NXlEQixTXc'}], 'user_mentions': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'text': 'RT @LesEchos: Le groupe allemand spécialisé dans la préparation de véhicules spéciaux protégés est en train de racheter un tiers du site hi…', 'urls': [], 'user_mentions': [{'id': 92564226, 'id_str': '92564226', 'name': 'Les Echos', 'screen_name': 'LesEchos'}]}",1932.0,[],True,,Audincourt ,https://t.co/xylHidTnIp,True,,
